Nr.;Autor;Titel;Format;Inhaltsbeschreibung;Genre;Verlag;Sprache;Zustand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;Dickens, Charles;Oliver Twist;Hardcover mit Einband;;Kinderbuch;Neues Leben;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275;Simmel, Johannes Mario;Es muss nicht immer Kaviar sein;Hardcover;;Roman;Schweizer Verlagshaus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276;Simmel, Johannes Mario;Zweiundzwanzig Zentimeter Zärtlichkeit;Hardcover mit Einband;;Roman;Droemer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;Simmel, Johannes Mario;Wir heißen euch hoffen;Hardcover mit Einband;;Roman;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278;Simmel, Johannes Mario;Hurra, wir leben noch;Hardcover mit Einband;;Roman;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;Sheldon, Sidney;Die Pflicht zu schweigen;Hardcover;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;Follet, Ken;Die Säulen der Erde;Hardcover mit Einband;;Historienroman;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281;Neuhaus, Nele;Schneewittchen muss sterben;Paperback;Bodenstein & Kirchoff, Sander Reihe - Band 4;Krimi;List;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;Sheldon, Sidney;Schatten der Macht;Hardcover;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283;Mitchell, Margaret;Vom Winde verweht;Hardcover;;Historienroman;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;Ripley, Alexandra;Scarlett;Hardcover mit Einband;;Historienroman;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;Link, Charlotte;Die Rosenzüchterin;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;Walters, Minette;Wellenbrecher;Paperback;;Kriminalroman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;Perry, Anne;Gefährliche Trauer;Paperback;;Krimi, Historie;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;Christie, Agatha;Elefanten vergessen nicht / Die Katze im Taubenschlag / Nikotin;Hardcover mit Einband;Miss Marple;Krimi;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;Franz, Andreas;Eisige Nächte;Paperback;;Krimi, Lokal;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;Rendell, Ruth;Der Krokodilwächter;Hardcover mit Einband;;Roman;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;MacKenzie, Donald;Lange Finger kurzer Spass;Paperback;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;Hitchcock, Alfred;Nur ein bisschen Arsen…;Paperback;;Kinderbuch;Schneider Buch;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293;Hitchcock, Alfred;Blaue Bohnen zum Dessert;Paperback;;Kurzgeschichten;RTB;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294;Brezina, Thomas;Bodensee-Piraten auf der Spur;Paperback;;Kinderbuch;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;Stine, R.L.;Gänsehaut 35 - Das verwunschene Wolfsfell;Paperback;Gänsehaut Folge: 35;Horror;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;Stine, R.L.;Gänsehaut 07 - Es summt und brummt - und sticht!;Paperback;Gänsehaut Folge: 7;Horror;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;Bloch, Robert;Mit Feuer spielt man nicht;Paperback;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;Gandolfi, Simon;Weißer Sand;Paperback;;Abenteuerroman;Pavillon;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;Hewlett, Martinez;Das Blut Gottes;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;Kaye, Marvin;Der Kalender des Todes;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;Ferrars, Elizabeth;Ehe mit doppeltem Boden;Paperback;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;Carr, John;Der Wahrsager und die Wahrheit;Paperback;;Kriminalroman;SM Bücher;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;Simenon, Georges;Maigret hat Angst;Paperback;;Kriminalroman;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;Sayers, Dorothy L.;Der Mann, der Bescheid wusste;Paperback;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;Ecke, Wolfgang;Der silberne Buddha;Hardcover mit Einband;;Krimi;Loews;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;Neuhaus, Nele;Die Lebenden und die Toten;Paperback;Bodenstein & Kirchoff, Sander Reihe - Band 7;Kriminalroman;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;Beckett, Simon;Die Chemie des Todes;Paperback;David Hunter Teil 1;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;Connell, John;Winter der Toten;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;Dahl, Ola Kjell;Tödliche Investitionen;Hardcover;;Krimi, Skandinavien;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;Finch, Paul;Totenspieler;Paperback;;Thriller;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1311;Grimes, Martha;Fremde Federn / Inspector Jury besucht alte Damen;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312;Haley, Alex;Roots;Hardcover mit Einband;;Roman;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;Nabb, Magdalen;Tod einer Queen;Paperback;Guarnaccia - 07;Krimi, Italien;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1314;Palm, Elias;Todesmal;Hardcover;;Krimi, Skandinavien;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1315;Sigurdardottir, Yrsa;Das letzte Ritual;Hardcover;;Krimi, Skandinavien;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1316;Sten, Viveca;Tödlicher Mittsommer;Hardcover;;Krimi, Skandinavien;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317;Walters, Minette;Schlangenlinien;Hardcover mit Einband;;Krimi;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1318;Bonnecarrere, Paul & Hemingway, Joan;Unternehmen Rosebud;Hardcover mit Einband;;Drama, Polit;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1319;Norman, Diana;Das Geheimnis der Maske;Hardcover mit Einband;;Historienroman;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;Clancy, Tom;Befehl von Oben;Hardcover mit Einband;;Thriller;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1321;Clancy, Tom;Das Echo aller Furcht;Hardcover mit Einband;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;Hohlbein, Wolfgang & Heike;Runenschild, Die Legende von Camelot 3;Hardcover mit Einband;;Fantasy;Ueberreuter;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323;Dumas, Alexandre;Zehn Jahre später;Hardcover mit Einband;;Historienroman;Kaiser;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1324;George, Elizabeth;Wo kein Zeuge ist;Hardcover;Inspektor Linley - 13;Roman;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;Iles, Greg;Unter Verschluss;Paperback;;Thriller;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326;Cussler, Clive;Schockwelle;Paperback;Dirk Pitt;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1327;Cornwell, Patricia;Blut;Hardcover;Band 19 - Kay Scarpetta;Thriller;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1328;Forbes, Collin;Focus;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329;Forbes, Collin;Nullzeit;Hardcover;;Thriller;Marion von Schröder Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;Kirst, Helmut;Ende 45;Hardcover mit Einband;;Roman, Krieg;C. Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331;Kirst, Helmut;Die Nächte der langen Messer;Hardcover mit Einband;;Roman, Krieg;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1332;Heinrich, Willi;Das geduldige Fleisch, Steiner;Hardcover mit Einband;;Roman, Krieg;C. Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1333;Thiemeyer, Thomas;Magma;Hardcover;;Fantasy;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1334;Bradbury, Ray & Clarke, C Arthur;Fahrenheit 451 / 2001: Odyssee im Weltraum;Hardcover;;Fantasy;Das Beste;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1335;Turow, Scott;Aus Mangel an Beweisen;Hardcover mit Einband;;Thriller, Gericht;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1336;Turow, Scott;Die Bürde der Wahrheit;Hardcover;;Thriller, Gericht;Droemer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337;Turow, Scott;So wahr mir Geld Helfe;Hardcover;;Thriller, Gericht;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1338;Forsyth, Frederick;Die Hunde des Krieges;Paperback;;Roman, Krieg;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1339;Forsyth, Frederick;Der Schakal;Hardcover mit Einband;;Thriller;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;Forsyth, Frederick;Die Akte Odessa;Hardcover mit Einband;;Thriller;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341;Koontz, Dean;Drachen Tränen;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1342;Forsyth, Frederick;Der Unterhändler;Hardcover mit Einband;;Thriller;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1343;Ludlum, Robert;Der Matarese Bund;Hardcover mit Einband;;Thriller;C. Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1344;Mankell, Henning;Die fünfte Frau ;Hardcover mit Einband;Wallander - 06;Krimi, Skandinavien;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345;Grisham, John;Die Liste;Hardcover;;Thriller, Gericht;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1346;Grisham, John;Berufung;Hardcover mit Einband;;Thriller, Gericht;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1347;Grisham, John;Der Partner;Paperback;;Thriller, Gericht;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1348;Grisham, John;Die Akte;Hardcover mit Einband;;Thriller, Gericht;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1349;Grisham, John;The Testament;Hardcover mit Einband;;Thriller, Gericht;Doubleday;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1350;Grisham, John;The Racketeer;Paperback;;Thriller, Gericht;Random House;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351;Ridpath, Michael;Tödliche Aktien;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1352;Hilton, Matt;Der Knochensammler;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1353;Meltzer, Brad;Das Buch der Lügen;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1354;Meade, Glenn;Unternehmen Brandenburg;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1355;Alborg, Anders;Das Unikat;Paperback;;Thriller;Osburg Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1356;MacLean, Alistair;Der Satanskäfer;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;Foster, Dean Alan;Alien;Paperback;;Horror;Warner;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1358;Aspe, Pieter;Das Quadrat der Rache;Paperback;;Krimi;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1359;Watts, Peter;Wellenbrecher;Paperback;;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360;Crichton, Michael;Vergessene Welt - The Lost World - Jurassic Park 2;Hardcover mit Einband;;Science Fiction;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361;Larsson, Stieg;Vergebung;Hardcover;;Krimi;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1362;Dubridge, Francis;Das Kennwort;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1363;Wallace, Edgar;Der Brigant;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1364;Wallace, Edgar;Zimmer 13;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1365;Wallace, Edgar;Der rote Kreis;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366;Wallace, Edgar;Richter Maxells Verbrechen;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1367;Hohlbein, Wolfgang & Heike;Der Greif;Paperback;;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368;Hohlbein, Wolfgang & Heike;Märchenmond;Hardcover;;Fantasy;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1369;Sanders, Lawrence;Das siebte Gebot;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370;Smith, Wilbur;Das Geheimnis der Morgenröte;Paperback;;Abenteuerroman;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1371;Macken, John;Die Genspur;Paperback;;Thriller;Mira;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1372;-;Die Abenteuer des Indiana Jones: Indiana Jones und die Jäger des verlorenen Schatzes / und der Tempel des Todes / und der letzte Kreuzzug;Paperback;;Abenteuerroman;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1373;Schwanitz, Dietrich;Bildung - Alles was man wissen muss;Paperback;;Sachbuch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1374;Ridpath, Michael;Feindliche Übernahme;Hardcover;;Thriller;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1375;Adams, Richard;Unten am Fluss - Watership Down;Hardcover mit Einband;;Roman;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376;Böttcher, Sven;Prophezeiung;Hardcover mit Einband;;Krimi;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377;Hohlbein, Wolfgang;Das vergessene Heer;Hardcover;Die Enwor Saga;Fantasy;Tosa;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378;Hohlbein, Wolfgang;Der Magier - Der Sand der Zeit;Hardcover;;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1379;Hohlbein, Wolfgang;Der Magier - Das Tor ins Nichts;Hardcover;;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1380;Hohlbein, Wolfgang;Der Magier - Der Erbe der Nacht;Hardcover;;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381;Tolstoi, Lew;Krieg und Frieden - Erster Band;Hardcover;;Drama;Rütten & Loenig Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1382;Tolstoi, Lew;Krieg und Frieden - Zweiter Band;Hardcover;;Drama;Rütten & Loenig Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1383;Grund, Josef Carl;Feuer am Limes;Hardcover mit Einband;;Kinderbuch;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1384;Highsmith, Patricia;Elsie's Lebenslust;Paperback;;Roman;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1385;Peters, Elizabeth;Im Schatten des Todes / Der Fluch des Pharaonengrabes;Paperback;;Krimi, Historie;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386;Grisham, John;Das Geständnis;Hardcover mit Einband;;Thriller, Gericht;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387;Rehn, Heidi;Hexen-Gold;Paperback;;Historienroman;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1388;Cheyney, Peter;Auf Befehl des FBI;Paperback;;Krimi;Kurt Desch;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1389;Chase, James Hadley;Rollendes Dynamit / Der Todesspringer von Alicante;Paperback;;Krimi;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390;Link, Charlotte;Die Betrogene;Paperback;;Kriminalroman;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391;Parker, Robert;Wildnis;Paperback;;Kriminalroman;Pendragon;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1392;Stone, Rodney;Die Halluzination;Paperback;;Thriller, Psycho;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393;-;Perry Rhodan Jubiläumsband 4 - 10 Stories verschiedener Autoren;Paperback;;Fantasy;Moewig;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;Child, Lee;Zeit der Rache;Paperback;Jack Reacher - Band 4;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395;James, Peter;Stirb schön;Paperback;;Thriller;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396;Pullman, Philip;Der goldene Kompass;Paperback;;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;Brown, Sandra;Die Zeugin;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398;DeMille, Nelson;In den Wäldern von Borodino;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;Steinbeck, John;Jenseits von Eden;Hardcover;;Roman;Deutsche Buch Gemeinschaft;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;Bachman, Richard;Todesmarsch;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;King, Stephen;Schlaflos - Insomnia;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;King, Stephen;Feuerkind;Paperback;;Horror;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;King, Stephen;The Green Mile;Paperback;;Horror;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;Ahnhem, Stefan;Herzsammler;Paperback;;Krimi, Skandinavien;List;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405;Wolf, Klaus-Peter;Karma Attacke;Paperback;;Fantasy;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Martensson, Bodil;Mord als Alibi;Paperback;;Krimi, Skandinavien;btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407;Patterson, James;Wer sich umdreht oder lacht;Paperback;;Roman;Econ & List;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408;Pearce, Michael;Die Schätze des Pharao;Paperback;;Historienroman;Diana;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1409;Wahlberg, Karin;Die falsche Spur;Paperback;;Krimi;btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1410;Fielding, Joy;Lauf, Jane, lauf!;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;Creanga, Ion;Märchen;Hardcover mit Einband;;Märchen;Ion Creanga Bukarest;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;Steuben, Fritz;Tecumseh Häuptling der Indianer;Hardcover;;Abenteuerroman;Tosa;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1413;Caunitz, William;Verdammte Stadt;Paperback;;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414;Maser, Werner;Der Wortbruch - Hitler, Stalin und der Zweite Weltkrieg;Paperback;;Sachbuch;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1415;Gifford, Thomas;Assassini;Hardcover mit Einband;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416;Harris, Robert;Enigma;Hardcover mit Einband;;Roman;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417;Knock, Christopher;Edgar Wallace und der Fall Software - Jeder kämpft für sich allein;Hardcover mit Einband;;Krimi;Thienemanns;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418;Ubukata, To;Mardock - Expansion;Paperback;;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1419;McBain, Scott;Die Geheimloge;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1420;Simon, David;Homicide - Ein Jahr auf mörderischen Strassen;Paperback;;Krimi;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421;Burroughs, Edgar Rice;Tarzan Herr des Dschungels;Paperback;;Abenteuerroman;Williams;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1422;Anscombe, Roderick;Verschwunden;Paperback;;Thriller, Psycho;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;Eco, Umberto;Die Insel des vorigen Tages;Paperback;;Roman;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424;Perry, S;Resident Evil - Stadt der Verdammten;Paperback;;Horror;Dino;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;Schätzing, Frank;Die dunkle Seite;Paperback;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;Roberts, Nora;Träume wie Gold;Paperback;;Roman;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1427;Gordon, Noah;Der Rabbi / Die Klinik;Paperback;;Roman;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1428;Gordon, Noah;Der Diamant des Salomon;Paperback;;Roman;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1429;Gordon, Noah;Der Medicus von Saragossa;Hardcover mit Einband;;Roman;Blessing;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1430;Forsyth, Frederick;Der Afghane;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;Forsyth, Frederick;Die Faust Gottes;Hardcover mit Einband;;Thriller;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1432;North, John;Sherlock Holmes und das verschwundene Kindermädchen;Paperback;;Krimi;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1433;Wallace, Edgar;Der Mann, der alles wusste;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;Adler Olsen, Jussi;Verheissung;Paperback;6. Fall - Carl Morck;Krimi, Skandinavien;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1435;Boulle, Pierre;Die Brücke am Kwai;Paperback;;Roman, Krieg;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
